year,countrycode,ctrycode,country,resid_y,resid_x1,resid_x2,region,post
1980,SAU,SAU,Saudi Arabia,-7.2466168,.38380894,,Middle East & North Africa,0
1985,SAU,SAU,Saudi Arabia,-6.6390858,6.5228701,,Middle East & North Africa,0
1990,SAU,SAU,Saudi Arabia,.68616664,-3.7531476,,Middle East & North Africa,0
1995,SAU,SAU,Saudi Arabia,-3.9723823,-2.7800624,,Middle East & North Africa,0
2000,SAU,SAU,Saudi Arabia,-3.018744,.40665331,,Middle East & North Africa,0
2005,SAU,SAU,Saudi Arabia,-2.3213427,-7.8528776,,Middle East & North Africa,0
2010,SAU,SAU,Saudi Arabia,.70812225,-9.7650242,,Middle East & North Africa,1
2015,SAU,SAU,Saudi Arabia,-.84695017,3.6624262,,Middle East & North Africa,1
2020,SAU,SAU,Saudi Arabia,-1.8310854,,,Middle East & North Africa,1
1960,SGP,SGP,Singapore,-5.9253669,-5.0220399,,East Asia & Pacific,0
1965,SGP,SGP,Singapore,.27396584,-7.5601816,,East Asia & Pacific,0
1970,SGP,SGP,Singapore,1.0449615,-3.6376803,,East Asia & Pacific,0
1977,SGP,SGP,Singapore,-.84368324,-2.7354798,,East Asia & Pacific,0
1980,SGP,SGP,Singapore,2.6244526,13.393859,,East Asia & Pacific,0
1985,SGP,SGP,Singapore,.065518945,4.2828598,,East Asia & Pacific,0
1990,SGP,SGP,Singapore,3.4261043,-3.0553627,,East Asia & Pacific,0
1995,SGP,SGP,Singapore,-1.7896918,8.6545935,,East Asia & Pacific,0
2000,SGP,SGP,Singapore,.044359032,3.3442035,,East Asia & Pacific,0
2005,SGP,SGP,Singapore,-.92912763,-19.721291,,East Asia & Pacific,0
2010,SGP,SGP,Singapore,2.3341262,-2.2499647,,East Asia & Pacific,1
2015,SGP,SGP,Singapore,-.32411981,4.9098616,,East Asia & Pacific,1
2020,SGP,SGP,Singapore,-.0014988033,9.3966227,,East Asia & Pacific,1
1960,SMR,SMR,San Marino,,,,Europe & Central Asia,0
1965,SMR,SMR,San Marino,,,,Europe & Central Asia,0
1970,SMR,SMR,San Marino,,,,Europe & Central Asia,0
1977,SMR,SMR,San Marino,,,,Europe & Central Asia,0
1980,SMR,SMR,San Marino,,,,Europe & Central Asia,0
1985,SMR,SMR,San Marino,,,,Europe & Central Asia,0
1990,SMR,SMR,San Marino,,,,Europe & Central Asia,0
1995,SMR,SMR,San Marino,,,,Europe & Central Asia,0
2000,SMR,SMR,San Marino,.38849318,-28.716114,,Europe & Central Asia,0
2005,SMR,SMR,San Marino,-1.2329681,-2.4464192,,Europe & Central Asia,0
2010,SMR,SMR,San Marino,-4.2840533,13.107303,,Europe & Central Asia,1
2015,SMR,SMR,San Marino,-.46986032,19.264673,,Europe & Central Asia,1
2020,SMR,SMR,,5.5983887,-1.2094431,,Europe & Central Asia,1
1960,SVK,SVK,Slovak Republic,,,,Europe & Central Asia,0
1965,SVK,SVK,Slovak Republic,,,,Europe & Central Asia,0
1970,SVK,SVK,Slovak Republic,,,,Europe & Central Asia,0
1977,SVK,SVK,Slovak Republic,,,,Europe & Central Asia,0
1980,SVK,SVK,Slovak Republic,,,,Europe & Central Asia,0
1985,SVK,SVK,Slovak Republic,,,,Europe & Central Asia,0
1990,SVK,SVK,Slovak Republic,-4.8027568,17.626003,,Europe & Central Asia,0
1995,SVK,SVK,Slovak Republic,.13717531,14.267285,-.0041117743,Europe & Central Asia,0
2000,SVK,SVK,Slovak Republic,-.19387107,-2.1285901,.0010674217,Europe & Central Asia,0
2005,SVK,SVK,Slovak Republic,2.8811691,-20.307978,.006973411,Europe & Central Asia,0
2010,SVK,SVK,Slovak Republic,.8527565,-12.552739,.0011939135,Europe & Central Asia,1
2015,SVK,SVK,Slovak Republic,1.0362194,.8997919,-.0051229722,Europe & Central Asia,1
2020,SVK,SVK,Slovak Republic,.089307867,2.1962271,,Europe & Central Asia,1
1960,SVN,SVN,Slovenia,,,,Europe & Central Asia,0
1965,SVN,SVN,Slovenia,,,,Europe & Central Asia,0
1970,SVN,SVN,Slovenia,,,,Europe & Central Asia,0
1977,SVN,SVN,Slovenia,,,,Europe & Central Asia,0
1980,SVN,SVN,Slovenia,,,,Europe & Central Asia,0
1985,SVN,SVN,Slovenia,,,,Europe & Central Asia,0
1990,SVN,SVN,Slovenia,-2.1497314,,,Europe & Central Asia,0
1995,SVN,SVN,Slovenia,1.1009281,-4.9561257,-.0090660267,Europe & Central Asia,0
2000,SVN,SVN,Slovenia,.23226447,1.3882444,-.012963875,Europe & Central Asia,0
2005,SVN,SVN,Slovenia,.52584112,12.328773,.0030103978,Europe & Central Asia,0
2010,SVN,SVN,Slovenia,-1.6910806,17.022991,.012334165,Europe & Central Asia,1
2015,SVN,SVN,Slovenia,1.3325937,-8.0464029,.0066853394,Europe & Central Asia,1
2020,SVN,SVN,Slovenia,.64918476,-17.737478,,Europe & Central Asia,1
1960,SWE,SWE,Sweden,1.4309096,4.3672523,,Europe & Central Asia,0
1965,SWE,SWE,Sweden,-.89825571,.63392037,,Europe & Central Asia,0
1970,SWE,SWE,Sweden,-.89499414,-9.2232971,,Europe & Central Asia,0
1977,SWE,SWE,Sweden,-1.7435886,-14.646295,,Europe & Central Asia,0
1980,SWE,SWE,Sweden,1.509853,-18.719315,,Europe & Central Asia,0
1985,SWE,SWE,Sweden,.24116151,-20.140205,,Europe & Central Asia,0
1990,SWE,SWE,Sweden,-.55588907,-26.144251,,Europe & Central Asia,0
1995,SWE,SWE,Sweden,1.0275434,-40.297115,,Europe & Central Asia,0
2000,SWE,SWE,Sweden,.2136472,3.5276799,.010364401,Europe & Central Asia,0
2005,SWE,SWE,Sweden,-.55789071,16.412094,-.0065886038,Europe & Central Asia,0
2010,SWE,SWE,Sweden,.43682465,30.037273,-.002205878,Europe & Central Asia,1
2015,SWE,SWE,Sweden,-.04460001,37.421158,-.0015699195,Europe & Central Asia,1
2020,SWE,SWE,Sweden,-.16472124,36.771099,,Europe & Central Asia,1
1960,SXM,SXM,Sint Maarten (Dutch part),,,,Latin America & Caribbean,0
1965,SXM,SXM,Sint Maarten (Dutch part),,,,Latin America & Caribbean,0
1970,SXM,SXM,Sint Maarten (Dutch part),,,,Latin America & Caribbean,0
1977,SXM,SXM,Sint Maarten (Dutch part),,,,Latin America & Caribbean,0
1980,SXM,SXM,Sint Maarten (Dutch part),,,,Latin America & Caribbean,0
1985,SXM,SXM,Sint Maarten (Dutch part),,,,Latin America & Caribbean,0
1990,SXM,SXM,Sint Maarten (Dutch part),,,,Latin America & Caribbean,0
1995,SXM,SXM,Sint Maarten (Dutch part),,,,Latin America & Caribbean,0
2000,SXM,SXM,Sint Maarten (Dutch part),,,,Latin America & Caribbean,0
2005,SXM,SXM,Sint Maarten (Dutch part),,,,Latin America & Caribbean,0
2010,SXM,SXM,Sint Maarten (Dutch part),1.6107609,,,Latin America & Caribbean,1
2015,SXM,SXM,Sint Maarten (Dutch part),-1.8724214,,,Latin America & Caribbean,1
2020,SXM,SXM,,.26166043,,,Latin America & Caribbean,1
1960,SYC,SYC,Seychelles,-2.6095359,,,Sub-Saharan Africa,0
1965,SYC,SYC,Seychelles,-3.7605598,,,Sub-Saharan Africa,0
1970,SYC,SYC,Seychelles,.59193498,31.642101,,Sub-Saharan Africa,0
1977,SYC,SYC,Seychelles,4.1509581,28.329416,,Sub-Saharan Africa,0
1980,SYC,SYC,Seychelles,-3.166784,12.475327,,Sub-Saharan Africa,0
1985,SYC,SYC,Seychelles,1.9482348,-.089785449,,Sub-Saharan Africa,0
1990,SYC,SYC,Seychelles,2.4265087,-8.2630062,,Sub-Saharan Africa,0
1995,SYC,SYC,Seychelles,1.0053124,-7.1934924,,Sub-Saharan Africa,0
2000,SYC,SYC,Seychelles,-4.3088827,-7.1325445,,Sub-Saharan Africa,0
2005,SYC,SYC,Seychelles,1.5713377,-19.819174,-.031775314,Sub-Saharan Africa,0
2010,SYC,SYC,Seychelles,1.9293017,-21.291351,.031775314,Sub-Saharan Africa,1
2015,SYC,SYC,Seychelles,4.6187477,-12.175995,,Sub-Saharan Africa,1
2020,SYC,SYC,,-4.3965735,3.5185032,,Sub-Saharan Africa,1
1960,TCA,TCA,Turks and Caicos Islands,,,,Latin America & Caribbean,0
1965,TCA,TCA,Turks and Caicos Islands,,,,Latin America & Caribbean,0
1970,TCA,TCA,Turks and Caicos Islands,,,,Latin America & Caribbean,0
1977,TCA,TCA,Turks and Caicos Islands,,,,Latin America & Caribbean,0
1980,TCA,TCA,Turks and Caicos Islands,,,,Latin America & Caribbean,0
1985,TCA,TCA,Turks and Caicos Islands,,,,Latin America & Caribbean,0
1990,TCA,TCA,Turks and Caicos Islands,,,,Latin America & Caribbean,0
1995,TCA,TCA,Turks and Caicos Islands,,,,Latin America & Caribbean,0
2000,TCA,TCA,Turks and Caicos Islands,,,,Latin America & Caribbean,0
2005,TCA,TCA,Turks and Caicos Islands,,,,Latin America & Caribbean,0
2010,TCA,TCA,Turks and Caicos Islands,,,,Latin America & Caribbean,1
2015,TCA,TCA,Turks and Caicos Islands,2.7183757,,,Latin America & Caribbean,1
2020,TCA,TCA,,-2.7183757,,,Latin America & Caribbean,1
1960,TTO,TTO,Trinidad and Tobago,1.5589514,18.581392,,Latin America & Caribbean,0
1965,TTO,TTO,Trinidad and Tobago,-2.6450546,17.859888,,Latin America & Caribbean,0
1970,TTO,TTO,Trinidad and Tobago,-2.4425457,19.552317,,Latin America & Caribbean,0
1977,TTO,TTO,Trinidad and Tobago,1.515461,16.483685,,Latin America & Caribbean,0
1980,TTO,TTO,Trinidad and Tobago,-.92943251,12.542509,-.0064641815,Latin America & Caribbean,0
1985,TTO,TTO,Trinidad and Tobago,-7.2039571,14.859517,,Latin America & Caribbean,0
1990,TTO,TTO,Trinidad and Tobago,1.4467432,5.1293235,.012409545,Latin America & Caribbean,0
1995,TTO,TTO,Trinidad and Tobago,3.2639029,1.0958381,,Latin America & Caribbean,0
2000,TTO,TTO,Trinidad and Tobago,4.8976793,-8.042902,-.0059453635,Latin America & Caribbean,0
2005,TTO,TTO,Trinidad and Tobago,4.4479871,-31.405764,,Latin America & Caribbean,0
2010,TTO,TTO,Trinidad and Tobago,2.4568651,-30.073082,,Latin America & Caribbean,1
2015,TTO,TTO,Trinidad and Tobago,-3.7357738,-18.891209,,Latin America & Caribbean,1
2020,TTO,TTO,Trinidad and Tobago,-2.6308262,-17.691513,,Latin America & Caribbean,1
1960,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,0
1965,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,0
1970,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,0
1977,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,0
1980,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,0
1985,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,0
1990,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,0
1995,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,0
2000,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,0
2005,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,0
2010,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,1
2015,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,1
2020,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,1
1960,URY,URY,Uruguay,-2.749083,28.607794,,Latin America & Caribbean,0
1965,URY,URY,Uruguay,-2.4614091,12.701833,,Latin America & Caribbean,0
1970,URY,URY,Uruguay,-3.3630919,4.5340796,,Latin America & Caribbean,0
1977,URY,URY,Uruguay,1.2347341,17.046202,,Latin America & Caribbean,0
1980,URY,URY,Uruguay,-3.0570714,33.25169,,Latin America & Caribbean,0
1985,URY,URY,Uruguay,1.182125,19.508757,,Latin America & Caribbean,0
1990,URY,URY,Uruguay,3.6066711,-1.3016971,,Latin America & Caribbean,0
1995,URY,URY,Uruguay,.56630832,-.52277964,.0050370609,Latin America & Caribbean,0
2000,URY,URY,Uruguay,-3.9575381,8.61374,.012812393,Latin America & Caribbean,0
2005,URY,URY,Uruguay,4.5849428,-32.156353,-.004699036,Latin America & Caribbean,0
2010,URY,URY,Uruguay,3.9014628,-30.876755,-.011606752,Latin America & Caribbean,1
2015,URY,URY,Uruguay,-.082739748,-26.853884,-.0015436658,Latin America & Caribbean,1
2020,URY,URY,Uruguay,.59468943,-32.552624,,Latin America & Caribbean,1
1960,USA,USA,United States,-.44803286,28.617594,,North America,0
1965,USA,USA,United States,-.33614585,29.234541,,North America,0
1970,USA,USA,United States,-2.4131813,27.574011,-.017406,North America,0
1977,USA,USA,United States,-.44844881,24.078497,,North America,0
1980,USA,USA,United States,1.0347965,15.090816,-.012471894,North America,0
1985,USA,USA,United States,.66156608,11.898001,,North America,0
1990,USA,USA,United States,1.0728086,-5.3041463,.0046523013,North America,0
1995,USA,USA,United States,.62854648,-9.9488068,,North America,0
2000,USA,USA,United States,-.62120616,-11.465072,-.014951146,North America,0
2005,USA,USA,United States,-.79835433,-23.559006,.017505039,North America,0
2010,USA,USA,United States,.25907978,-29.901918,.0097376416,North America,1
2015,USA,USA,United States,.39077401,-25.707214,.012934058,North America,1
2020,USA,USA,United States,1.0177978,-30.607294,,North America,1
1970,VGB,VGB,,,,,Latin America & Caribbean,0
1977,VGB,VGB,,,,,Latin America & Caribbean,0
1980,VGB,VGB,,,,,Latin America & Caribbean,0
1985,VGB,VGB,,,,,Latin America & Caribbean,0
1990,VGB,VGB,,,,,Latin America & Caribbean,0
1995,VGB,VGB,,,,,Latin America & Caribbean,0
2000,VGB,VGB,,,,,Latin America & Caribbean,0
2005,VGB,VGB,,,,,Latin America & Caribbean,0
2010,VGB,VGB,,,,,Latin America & Caribbean,1
2015,VGB,VGB,,,,,Latin America & Caribbean,1
2020,VGB,VGB,,,,,Latin America & Caribbean,1
1960,VIR,VIR,Virgin Islands (U.S.),,,,Latin America & Caribbean,0
1965,VIR,VIR,Virgin Islands (U.S.),,,,Latin America & Caribbean,0
1970,VIR,VIR,Virgin Islands (U.S.),,,,Latin America & Caribbean,0
1977,VIR,VIR,Virgin Islands (U.S.),,,,Latin America & Caribbean,0
1980,VIR,VIR,Virgin Islands (U.S.),,,,Latin America & Caribbean,0
1985,VIR,VIR,Virgin Islands (U.S.),,,,Latin America & Caribbean,0
1990,VIR,VIR,Virgin Islands (U.S.),,,,Latin America & Caribbean,0
1995,VIR,VIR,Virgin Islands (U.S.),,,,Latin America & Caribbean,0
2000,VIR,VIR,United States Virgin Islands,,,,Latin America & Caribbean,0
2005,VIR,VIR,United States Virgin Islands,2.445363,,,Latin America & Caribbean,0
2010,VIR,VIR,United States Virgin Islands,-4.8422213,,,Latin America & Caribbean,1
2015,VIR,VIR,United States Virgin Islands,1.1349896,,,Latin America & Caribbean,1
2020,VIR,VIR,United States Virgin Islands,1.2618686,,,Latin America & Caribbean,1
